InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,InvoiceMonth,IsReturn,DayOfWeek,Hour
559806,22716,CARD CIRCUS PARADE,12,2011-07-12 14:26:00,0.42,13311,United Kingdom,5.04,2011-07,False,Tuesday,14
559812,23321,SMALL WHITE HEART OF WICKER,5,2011-07-12 15:29:00,1.65,15051,United Kingdom,8.25,2011-07,False,Tuesday,15
559861,72802C,VANILLA SCENT CANDLE JEWELLED BOX,36,2011-07-13 10:27:00,3.81,15895,United Kingdom,137.16,2011-07,False,Wednesday,10
559866,21641,ASSORTED TUTTI FRUTTI KEYRING BALL,24,2011-07-13 10:43:00,0.29,15795,United Kingdom,6.959999999999999,2011-07,False,Wednesday,10
559886,22423,REGENCY CAKESTAND 3 TIER,1,2011-07-13 11:44:00,12.75,13669,United Kingdom,12.75,2011-07,False,Wednesday,11
559888,21136,PAINTED METAL PEARS ASSORTED,24,2011-07-13 11:47:00,1.69,16450,United Kingdom,40.56,2011-07,False,Wednesday,11
559921,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2011-07-13 15:42:00,2.08,13667,United Kingdom,4.16,2011-07,False,Wednesday,15
559922,23252,VINTAGE RED ENAMEL TRIM JUG ,4,2011-07-13 15:50:00,3.75,14400,United Kingdom,15.0,2011-07,False,Wednesday,15
559928,23241,TREASURE TIN GYMKHANA DESIGN,6,2011-07-14 08:52:00,2.08,12405,Finland,12.48,2011-07,False,Thursday,8
559929,22960,JAM MAKING SET WITH JARS,6,2011-07-14 09:10:00,4.25,14265,Unspecified,25.5,2011-07,False,Thursday,9
559951,23065,LARGE DECO JEWELLERY STAND,2,2011-07-14 10:52:00,12.5,14847,United Kingdom,25.0,2011-07,False,Thursday,10
559979,16045,POPART WOODEN PENCILS ASST,100,2011-07-14 11:20:00,0.04,14862,United Kingdom,4.0,2011-07,False,Thursday,11
559985,23076,ICE CREAM SUNDAE LIP GLOSS,48,2011-07-14 11:46:00,1.25,16488,United Kingdom,60.0,2011-07,False,Thursday,11
559986,20725,LUNCH BAG RED RETROSPOT,10,2011-07-14 11:47:00,1.65,15256,United Kingdom,16.5,2011-07,False,Thursday,11
559993,23344,JUMBO BAG 50'S CHRISTMAS ,3,2011-07-14 12:42:00,2.08,14716,United Kingdom,6.24,2011-07,False,Thursday,12
560034,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-07-14 13:35:00,4.95,13933,United Kingdom,14.850000000000001,2011-07,False,Thursday,13
560049,22526,WHEELBARROW FOR CHILDREN ,2,2011-07-14 15:03:00,12.75,14857,United Kingdom,25.5,2011-07,False,Thursday,15
560051,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,12,2011-07-14 15:22:00,1.45,15306,United Kingdom,17.4,2011-07,False,Thursday,15
560086,20725,LUNCH BAG RED RETROSPOT,10,2011-07-14 16:35:00,1.65,15839,United Kingdom,16.5,2011-07,False,Thursday,16
560102,23147,SINGLE ANTIQUE ROSE HOOK IVORY,12,2011-07-14 18:28:00,1.45,13994,United Kingdom,17.4,2011-07,False,Thursday,18
560106,22704,WRAP RED APPLES ,25,2011-07-14 20:01:00,0.42,17554,United Kingdom,10.5,2011-07,False,Thursday,20
560122,23109,LED TEA LIGHTS,36,2011-07-15 10:33:00,2.89,14332,United Kingdom,104.04,2011-07,False,Friday,10
560186,23229,VINTAGE DONKEY TAIL GAME ,1,2011-07-15 11:57:00,3.75,17266,United Kingdom,3.75,2011-07,False,Friday,11
560199,23247,BISCUIT TIN 50'S CHRISTMAS,144,2011-07-15 12:58:00,2.49,17948,United Kingdom,358.56000000000006,2011-07,False,Friday,12
560209,22488,NATURAL SLATE RECTANGLE CHALKBOARD,2,2011-07-15 14:05:00,1.65,15004,United Kingdom,3.3,2011-07,False,Friday,14
560212,22366,DOORMAT AIRMAIL ,1,2011-07-15 14:58:00,7.95,14722,United Kingdom,7.95,2011-07,False,Friday,14
560239,21577,SAVE THE PLANET COTTON TOTE BAG,6,2011-07-17 11:50:00,2.25,13507,United Kingdom,13.5,2011-07,False,Sunday,11
560241,15056N,EDWARDIAN PARASOL NATURAL,6,2011-07-17 12:02:00,5.95,13967,United Kingdom,35.7,2011-07,False,Sunday,12
560255,22692,DOORMAT WELCOME TO OUR HOME,1,2011-07-17 13:08:00,7.95,16054,United Kingdom,7.95,2011-07,False,Sunday,13
560264,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-07-17 13:46:00,1.25,12833,United Kingdom,15.0,2011-07,False,Sunday,13
560271,20838,FRENCH LATTICE CUSHION COVER ,6,2011-07-17 14:51:00,0.85,16474,United Kingdom,5.1,2011-07,False,Sunday,14
560281,85163B,BLACK BAROQUE WALL CLOCK ,1,2011-07-17 15:59:00,12.75,17984,United Kingdom,12.75,2011-07,False,Sunday,15
560363,23296,SET OF 6 TEA TIME BAKING CASES,8,2011-07-18 12:05:00,1.25,12589,France,10.0,2011-07,False,Monday,12
560383,22989,SET 2 PANTRY DESIGN TEA TOWELS,12,2011-07-18 12:52:00,2.95,16762,United Kingdom,35.400000000000006,2011-07,False,Monday,12
560437,22595,GINGHAM HEART DECORATION,12,2011-07-18 16:05:00,0.85,13940,United Kingdom,10.2,2011-07,False,Monday,16
560441,22606,WOODEN SKITTLES GARDEN SET,4,2011-07-18 16:57:00,12.75,14029,United Kingdom,51.0,2011-07,False,Monday,16
560450,84946,ANTIQUE SILVER T-LIGHT GLASS,24,2011-07-19 09:49:00,1.25,14117,United Kingdom,30.0,2011-07,False,Tuesday,9
560535,17003,BROCADE RING PURSE ,144,2011-07-19 12:13:00,0.29,13167,United Kingdom,41.76,2011-07,False,Tuesday,12
560537,22382,LUNCH BAG SPACEBOY DESIGN ,5,2011-07-19 12:19:00,1.65,17779,United Kingdom,8.25,2011-07,False,Tuesday,12
560553,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-07-19 12:58:00,0.85,13991,United Kingdom,8.5,2011-07,False,Tuesday,12
560557,35653,VINTAGE BEAD NOTEBOOK,1,2011-07-19 13:05:00,2.95,18101,United Kingdom,2.95,2011-07,False,Tuesday,13
560584,22499,WOODEN UNION JACK BUNTING,1,2011-07-19 15:38:00,5.95,13827,United Kingdom,5.95,2011-07,False,Tuesday,15
560590,22897,OVEN MITT APPLES DESIGN,10,2011-07-19 15:55:00,1.45,12560,Germany,14.5,2011-07,False,Tuesday,15
560601,22427,ENAMEL FLOWER JUG CREAM,1,2011-07-19 17:17:00,5.95,16764,United Kingdom,5.95,2011-07,False,Tuesday,17
560603,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-07-20 08:59:00,2.95,18180,United Kingdom,17.700000000000003,2011-07,False,Wednesday,8
560635,22350,ILLUSTRATED CAT BOWL ,6,2011-07-20 10:51:00,2.55,12521,Germany,15.299999999999999,2011-07,False,Wednesday,10
560642,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-07-20 11:07:00,2.95,17866,United Kingdom,17.700000000000003,2011-07,False,Wednesday,11
560651,M,Manual,1,2011-07-20 11:38:00,451.42,15802,United Kingdom,451.42,2011-07,False,Wednesday,11
560700,23125,6PC WOOD PLATE SET DISPOSABLE,2,2011-07-20 12:38:00,1.25,17229,United Kingdom,2.5,2011-07,False,Wednesday,12
560712,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2011-07-20 13:06:00,2.08,14456,United Kingdom,4.16,2011-07,False,Wednesday,13
560723,23301,GARDENERS KNEELING PAD KEEP CALM ,1,2011-07-20 13:53:00,1.65,16464,United Kingdom,1.65,2011-07,False,Wednesday,13
560726,22804,CANDLEHOLDER PINK HANGING HEART,1,2011-07-20 14:16:00,2.95,17962,United Kingdom,2.95,2011-07,False,Wednesday,14
560731,22161,HEART DECORATION RUSTIC HANGING ,48,2011-07-20 14:54:00,0.19,16149,United Kingdom,9.120000000000001,2011-07,False,Wednesday,14
560805,22079,RIBBON REEL HEARTS DESIGN ,20,2011-07-21 10:44:00,1.65,14259,United Kingdom,33.0,2011-07,False,Thursday,10
560807,23344,JUMBO BAG 50'S CHRISTMAS ,10,2011-07-21 10:44:00,2.08,18143,United Kingdom,20.8,2011-07,False,Thursday,10
560824,20828,GLITTER BUTTERFLY CLIPS,6,2011-07-21 11:23:00,2.55,17935,United Kingdom,15.299999999999999,2011-07,False,Thursday,11
560827,22789,T-LIGHT HOLDER SWEETHEART HANGING,16,2011-07-21 11:42:00,1.95,14517,United Kingdom,31.2,2011-07,False,Thursday,11
560829,21479,WHITE SKULL HOT WATER BOTTLE ,8,2011-07-21 12:00:00,3.75,17694,United Kingdom,30.0,2011-07,False,Thursday,12
560861,21820,GLITTER HEART GARLAND WITH BELLS ,1,2011-07-21 13:37:00,3.75,17660,United Kingdom,3.75,2011-07,False,Thursday,13
560886,23284,DOORMAT KEEP CALM AND COME IN,100,2011-07-21 16:27:00,6.75,16041,United Kingdom,675.0,2011-07,False,Thursday,16
560896,22361,GLASS JAR DAISY FRESH COTTON WOOL,6,2011-07-21 17:26:00,2.95,15623,United Kingdom,17.700000000000003,2011-07,False,Thursday,17
560930,16219,HOUSE SHAPE PENCIL SHARPENER,48,2011-07-22 10:23:00,0.06,15829,United Kingdom,2.88,2011-07,False,Friday,10
560979,20719,WOODLAND CHARLOTTE BAG,10,2011-07-22 12:21:00,0.85,15232,United Kingdom,8.5,2011-07,False,Friday,12
560991,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-07-22 13:29:00,1.65,12438,Norway,19.799999999999997,2011-07,False,Friday,13
560997,23288,GREEN VINTAGE SPOT BEAKER,8,2011-07-22 13:59:00,0.85,12627,Germany,6.8,2011-07,False,Friday,13
561003,21064,BOOM BOX SPEAKER BOYS,4,2011-07-22 14:41:00,5.95,13079,United Kingdom,23.8,2011-07,False,Friday,14
561010,21400,RED PUDDING SPOON,24,2011-07-22 16:04:00,0.12,18262,United Kingdom,2.88,2011-07,False,Friday,16
561020,21361,LOVE LARGE WOOD LETTERS ,1,2011-07-22 17:21:00,12.75,13563,United Kingdom,12.75,2011-07,False,Friday,17
561034,48111,DOORMAT 3 SMILEY CATS,1,2011-07-24 11:45:00,7.95,15506,United Kingdom,7.95,2011-07,False,Sunday,11
561042,22551,PLASTERS IN TIN SPACEBOY,12,2011-07-24 12:18:00,1.65,16305,United Kingdom,19.799999999999997,2011-07,False,Sunday,12
561049,15030,FAN BLACK FRAME ,60,2011-07-24 13:03:00,0.29,12864,United Kingdom,17.4,2011-07,False,Sunday,13
561058,20665,RED RETROSPOT PURSE ,6,2011-07-24 13:26:00,2.95,17724,United Kingdom,17.700000000000003,2011-07,False,Sunday,13
561060,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,2011-07-24 13:30:00,0.55,17703,United Kingdom,13.200000000000001,2011-07,False,Sunday,13
561068,85066,CREAM SWEETHEART MINI CHEST,2,2011-07-24 14:33:00,12.75,13116,United Kingdom,25.5,2011-07,False,Sunday,14
561072,23034,DRAWER KNOB CERAMIC BLACK,6,2011-07-24 15:39:00,1.45,14019,United Kingdom,8.7,2011-07,False,Sunday,15
561077,22563,HAPPY STENCIL CRAFT,12,2011-07-24 15:53:00,1.25,17649,United Kingdom,15.0,2011-07,False,Sunday,15
561078,23196,VINTAGE LEAF MAGNETIC NOTEPAD,12,2011-07-24 16:05:00,1.45,16178,United Kingdom,17.4,2011-07,False,Sunday,16
561095,22423,REGENCY CAKESTAND 3 TIER,16,2011-07-25 10:19:00,10.95,17040,United Kingdom,175.2,2011-07,False,Monday,10
561099,22692,DOORMAT WELCOME TO OUR HOME,1,2011-07-25 11:01:00,7.95,14100,United Kingdom,7.95,2011-07,False,Monday,11
561189,23073,GEORGIAN TRINKET BOX,1,2011-07-25 13:28:00,12.5,16557,United Kingdom,12.5,2011-07,False,Monday,13
561193,22564,ALPHABET STENCIL CRAFT,12,2011-07-25 13:46:00,1.25,13296,United Kingdom,15.0,2011-07,False,Monday,13
561194,22417,PACK OF 60 SPACEBOY CAKE CASES,24,2011-07-25 13:54:00,0.55,13814,Germany,13.200000000000001,2011-07,False,Monday,13
561197,21770,OPEN CLOSED METAL SIGN,1,2011-07-25 14:35:00,4.95,16364,United Kingdom,4.95,2011-07,False,Monday,14
561205,21925,UNION STRIPE CUSHION COVER ,12,2011-07-25 15:48:00,1.25,17693,United Kingdom,15.0,2011-07,False,Monday,15
561208,23335,EGG FRYING PAN IVORY ,48,2011-07-25 16:39:00,1.85,15372,United Kingdom,88.80000000000001,2011-07,False,Monday,16
561226,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,12,2011-07-26 10:13:00,1.25,15618,United Kingdom,15.0,2011-07,False,Tuesday,10
561241,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,2011-07-26 11:00:00,2.1,13930,United Kingdom,12.600000000000001,2011-07,False,Tuesday,11
561288,22819,"BIRTHDAY CARD, RETRO SPOT",12,2011-07-26 12:26:00,0.42,13379,United Kingdom,5.04,2011-07,False,Tuesday,12
561384,22779,WOODEN OWLS LIGHT GARLAND ,8,2011-07-27 09:01:00,4.25,13194,United Kingdom,34.0,2011-07,False,Wednesday,9
561465,22487,WHITE WOOD GARDEN PLANT LADDER,2,2011-07-27 12:45:00,9.95,16447,United Kingdom,19.9,2011-07,False,Wednesday,12
561502,23206,LUNCH BAG APPLE DESIGN,10,2011-07-27 14:14:00,1.65,14305,United Kingdom,16.5,2011-07,False,Wednesday,14
561507,22617,BAKING SET SPACEBOY DESIGN,3,2011-07-27 14:21:00,4.95,12397,Belgium,14.850000000000001,2011-07,False,Wednesday,14
561514,22654,DELUXE SEWING KIT ,3,2011-07-27 15:14:00,5.95,14331,United Kingdom,17.85,2011-07,False,Wednesday,15
561518,21088,SET/6 FRUIT SALAD PAPER CUPS,24,2011-07-27 15:20:00,0.19,15261,United Kingdom,4.5600000000000005,2011-07,False,Wednesday,15
561542,23108,SET OF 10 LED DOLLY LIGHTS,4,2011-07-28 10:09:00,6.25,15105,United Kingdom,25.0,2011-07,False,Thursday,10
561583,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2011-07-28 10:33:00,2.95,13813,Germany,17.700000000000003,2011-07,False,Thursday,10
561603,22077,6 RIBBONS RUSTIC CHARM,12,2011-07-28 12:06:00,1.65,14855,United Kingdom,19.799999999999997,2011-07,False,Thursday,12
561605,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2011-07-28 12:09:00,1.65,13925,United Kingdom,19.799999999999997,2011-07,False,Thursday,12
561617,21668,RED STRIPE CERAMIC DRAWER KNOB,12,2011-07-28 13:05:00,1.25,18237,United Kingdom,15.0,2011-07,False,Thursday,13
561627,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,2011-07-28 14:08:00,1.65,12453,Austria,19.799999999999997,2011-07,False,Thursday,14
561632,23316,RED REFECTORY CLOCK ,4,2011-07-28 14:30:00,9.95,15639,United Kingdom,39.8,2011-07,False,Thursday,14
561638,84568,GIRLS ALPHABET IRON ON PATCHES ,1440,2011-07-28 14:54:00,0.17,15118,United Kingdom,244.8,2011-07,False,Thursday,14
561648,22510,GINGHAM BABUSHKA DOORSTOP,5,2011-07-28 15:21:00,3.75,15746,United Kingdom,18.75,2011-07,False,Thursday,15
561658,47563A,RETRO LONGBOARD IRONING BOARD COVER,1,2011-07-28 16:06:00,1.25,12743,Unspecified,1.25,2011-07,False,Thursday,16
561680,84968A,SET OF 16 VINTAGE ROSE CUTLERY,2,2011-07-28 19:13:00,12.75,18268,United Kingdom,25.5,2011-07,False,Thursday,19
561689,22420,LIPSTICK PEN BABY PINK,24,2011-07-29 09:01:00,0.42,15942,United Kingdom,10.08,2011-07,False,Friday,9
561692,22191,IVORY DINER WALL CLOCK,2,2011-07-29 09:48:00,8.5,14143,United Kingdom,17.0,2011-07,False,Friday,9
561693,47566,PARTY BUNTING,8,2011-07-29 09:48:00,4.95,15120,United Kingdom,39.6,2011-07,False,Friday,9
561694,23080,RED METAL BOX TOP SECRET,2,2011-07-29 09:57:00,8.25,16147,United Kingdom,16.5,2011-07,False,Friday,9
561696,20726,LUNCH BAG WOODLAND,30,2011-07-29 10:06:00,1.65,13277,United Kingdom,49.5,2011-07,False,Friday,10
561697,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-07-29 10:06:00,2.95,18127,United Kingdom,17.700000000000003,2011-07,False,Friday,10
561702,22625,RED KITCHEN SCALES,2,2011-07-29 10:58:00,8.5,15149,United Kingdom,17.0,2011-07,False,Friday,10
561714,22423,REGENCY CAKESTAND 3 TIER,1,2011-07-29 11:56:00,12.75,18081,United Kingdom,12.75,2011-07,False,Friday,11
561732,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-07-29 12:13:00,1.69,14511,United Kingdom,27.04,2011-07,False,Friday,12
561795,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-07-29 13:28:00,0.55,12716,France,13.200000000000001,2011-07,False,Friday,13
561799,23119,PACK OF 6 LARGE FRUIT STRAWS ,12,2011-07-29 13:46:00,0.62,15776,United Kingdom,7.4399999999999995,2011-07,False,Friday,13
561801,23236,DOILEY STORAGE TIN,12,2011-07-29 14:14:00,2.89,12981,United Kingdom,34.68,2011-07,False,Friday,14
561811,22456,NATURAL SLATE CHALKBOARD LARGE ,18,2011-07-29 15:12:00,4.25,13106,United Kingdom,76.5,2011-07,False,Friday,15
561819,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-07-29 15:59:00,2.95,13928,United Kingdom,35.400000000000006,2011-07,False,Friday,15
561875,84832,ZINC WILLIE WINKIE  CANDLE STICK,24,2011-07-31 12:05:00,0.85,14885,United Kingdom,20.4,2011-07,False,Sunday,12
561882,22748,POPPY'S PLAYHOUSE KITCHEN,6,2011-07-31 12:52:00,2.1,13388,United Kingdom,12.600000000000001,2011-07,False,Sunday,12
561891,22766,PHOTO FRAME CORNICE,4,2011-07-31 14:19:00,2.95,15438,United Kingdom,11.8,2011-07,False,Sunday,14
561899,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-07-31 15:26:00,2.95,17173,United Kingdom,35.400000000000006,2011-07,False,Sunday,15
561904,22075,6 RIBBONS ELEGANT CHRISTMAS ,96,2011-08-01 08:30:00,1.45,17941,United Kingdom,139.2,2011-08,False,Monday,8
561905,21385,IVORY HANGING DECORATION  HEART,24,2011-08-01 09:31:00,0.85,14947,United Kingdom,20.4,2011-08,False,Monday,9
561910,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-08-01 10:23:00,2.95,17053,United Kingdom,35.400000000000006,2011-08,False,Monday,10
561911,22652,TRAVEL SEWING KIT,10,2011-08-01 10:26:00,1.65,12534,Germany,16.5,2011-08,False,Monday,10
561967,22912,YELLOW COAT RACK PARIS FASHION,1,2011-08-01 13:11:00,4.95,12844,United Kingdom,4.95,2011-08,False,Monday,13
562002,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-08-01 13:48:00,2.95,14567,United Kingdom,35.400000000000006,2011-08,False,Monday,13
562017,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-08-01 14:16:00,2.95,14937,Channel Islands,35.400000000000006,2011-08,False,Monday,14
562025,21115,ROSE CARAVAN DOORSTOP,4,2011-08-01 16:16:00,6.75,12828,United Kingdom,27.0,2011-08,False,Monday,16
562031,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,2,2011-08-01 17:37:00,2.95,16984,United Kingdom,5.9,2011-08,False,Monday,17
562037,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2011-08-02 09:34:00,7.95,13023,United Kingdom,15.9,2011-08,False,Tuesday,9
562040,79321,CHILLI LIGHTS,48,2011-08-02 10:00:00,4.95,17553,United Kingdom,237.60000000000002,2011-08,False,Tuesday,10
562042,22158,3 HEARTS HANGING DECORATION RUSTIC,16,2011-08-02 10:19:00,2.95,13075,United Kingdom,47.2,2011-08,False,Tuesday,10
562043,21558,SKULL LUNCH BOX WITH CUTLERY ,6,2011-08-02 10:19:00,2.55,15342,United Kingdom,15.299999999999999,2011-08,False,Tuesday,10
562045,23198,PANTRY MAGNETIC  SHOPPING LIST,12,2011-08-02 10:33:00,1.45,12644,Germany,17.4,2011-08,False,Tuesday,10
562046,22747,POPPY'S PLAYHOUSE BATHROOM,6,2011-08-02 10:34:00,2.1,12378,Switzerland,12.600000000000001,2011-08,False,Tuesday,10
562047,22193,RED DINER WALL CLOCK,1,2011-08-02 10:38:00,8.5,17788,United Kingdom,8.5,2011-08,False,Tuesday,10
562101,22950,36 DOILIES VINTAGE CHRISTMAS,12,2011-08-02 14:04:00,1.45,13850,United Kingdom,17.4,2011-08,False,Tuesday,14
562106,22797,CHEST OF DRAWERS GINGHAM HEART ,1,2011-08-02 15:19:00,16.95,14076,United Kingdom,16.95,2011-08,False,Tuesday,15
562107,47599A,PINK PARTY BAGS,100,2011-08-02 15:29:00,1.69,13805,United Kingdom,169.0,2011-08,False,Tuesday,15
562125,21328,BALLOONS  WRITING SET ,1,2011-08-02 17:29:00,1.65,17887,United Kingdom,1.65,2011-08,False,Tuesday,17
562129,23182,TOILET SIGN OCCUPIED OR VACANT,24,2011-08-03 09:09:00,0.83,13186,United Kingdom,19.919999999999998,2011-08,False,Wednesday,9
562130,22728,ALARM CLOCK BAKELIKE PINK,4,2011-08-03 09:13:00,3.75,12750,Poland,15.0,2011-08,False,Wednesday,9
562136,21684,SMALL MEDINA STAMPED METAL BOWL ,108,2011-08-03 09:59:00,0.85,15374,United Kingdom,91.8,2011-08,False,Wednesday,9
562145,48194,DOORMAT HEARTS,2,2011-08-03 10:45:00,7.95,17656,United Kingdom,15.9,2011-08,False,Wednesday,10
562203,21380,WOODEN HAPPY BIRTHDAY GARLAND,12,2011-08-03 12:50:00,2.95,16102,United Kingdom,35.400000000000006,2011-08,False,Wednesday,12
562219,20984,12 PENCILS TALL TUBE POSY,24,2011-08-03 14:14:00,0.29,15089,United Kingdom,6.959999999999999,2011-08,False,Wednesday,14
562233,22423,REGENCY CAKESTAND 3 TIER,1,2011-08-03 14:54:00,12.75,14972,United Kingdom,12.75,2011-08,False,Wednesday,14
562263,22809,SET OF 6 T-LIGHTS SANTA,1,2011-08-03 15:45:00,2.95,17514,United Kingdom,2.95,2011-08,False,Wednesday,15
562270,15056BL,EDWARDIAN PARASOL BLACK,60,2011-08-03 16:42:00,4.95,12917,United Kingdom,297.0,2011-08,False,Wednesday,16
562275,23289,DOLLY GIRL CHILDRENS BOWL,8,2011-08-04 10:04:00,1.25,12689,France,10.0,2011-08,False,Thursday,10
562355,21452,TOADSTOOL MONEY BOX,12,2011-08-04 13:25:00,2.95,14768,United Kingdom,35.400000000000006,2011-08,False,Thursday,13
562369,84687,BEACH HUT SHELF W 3 DRAWERS,8,2011-08-04 14:12:00,4.95,17584,United Kingdom,39.6,2011-08,False,Thursday,14
562376,10133,COLOURING PENCILS BROWN TUBE,40,2011-08-04 15:04:00,0.42,15254,United Kingdom,16.8,2011-08,False,Thursday,15
562388,48138,DOORMAT UNION FLAG,1,2011-08-04 15:52:00,7.95,18099,United Kingdom,7.95,2011-08,False,Thursday,15
562392,22425,ENAMEL COLANDER CREAM,3,2011-08-04 16:07:00,4.95,15205,United Kingdom,14.850000000000001,2011-08,False,Thursday,16
562422,84569D,PACK 6 HEART/ICE-CREAM PATCHES,12,2011-08-04 16:59:00,1.25,13218,United Kingdom,15.0,2011-08,False,Thursday,16
562427,23037,CANDLE HOLDER SILVER MADELINE,12,2011-08-04 17:19:00,1.65,17267,United Kingdom,19.799999999999997,2011-08,False,Thursday,17
562452,23144,ZINC T-LIGHT HOLDER STARS SMALL,24,2011-08-05 09:44:00,0.83,16302,United Kingdom,19.919999999999998,2011-08,False,Friday,9
562467,23031,DRAWER KNOB CRACKLE GLAZE PINK,6,2011-08-05 11:50:00,1.65,13513,United Kingdom,9.899999999999999,2011-08,False,Friday,11
562490,20750,RED RETROSPOT MINI CASES,2,2011-08-05 12:06:00,7.95,14720,United Kingdom,15.9,2011-08,False,Friday,12
562525,21270,ANTIQUE CREAM CUTLERY CUPBOARD,1,2011-08-05 13:35:00,12.75,18282,United Kingdom,12.75,2011-08,False,Friday,13
562528,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-08-05 13:52:00,1.25,12610,Italy,15.0,2011-08,False,Friday,13
562535,21012,ANTIQUE ALL GLASS CANDLESTICK,12,2011-08-05 14:50:00,2.1,13200,United Kingdom,25.200000000000003,2011-08,False,Friday,14
562570,22988,SOLDIERS EGG CUP ,12,2011-08-07 12:10:00,1.25,14079,United Kingdom,15.0,2011-08,False,Sunday,12
562572,47343A,FUSCHIA FLOWER PURSE WITH BEADS,36,2011-08-07 12:21:00,0.83,17298,United Kingdom,29.88,2011-08,False,Sunday,12
562580,23203,JUMBO BAG DOILEY PATTERNS,10,2011-08-07 13:31:00,2.08,14024,United Kingdom,20.8,2011-08,False,Sunday,13
562586,21754,HOME BUILDING BLOCK WORD,6,2011-08-07 14:33:00,5.95,16066,United Kingdom,35.7,2011-08,False,Sunday,14
562589,47566,PARTY BUNTING,4,2011-08-07 15:16:00,4.95,15198,United Kingdom,19.8,2011-08,False,Sunday,15
562602,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,2011-08-08 10:11:00,0.83,12865,Austria,6.64,2011-08,False,Monday,10
562607,23245,SET OF 3 REGENCY CAKE TINS,4,2011-08-08 11:45:00,4.95,12885,United Kingdom,19.8,2011-08,False,Monday,11
562609,22423,REGENCY CAKESTAND 3 TIER,16,2011-08-08 11:55:00,10.95,17331,United Kingdom,175.2,2011-08,False,Monday,11
562712,22950,36 DOILIES VINTAGE CHRISTMAS,12,2011-08-08 15:00:00,1.45,13016,United Kingdom,17.4,2011-08,False,Monday,15
562774,23136,IVORY WIRE SWEETHEART LETTER TRAY,4,2011-08-09 12:20:00,3.75,13500,United Kingdom,15.0,2011-08,False,Tuesday,12
562777,21733,RED HANGING HEART T-LIGHT HOLDER,32,2011-08-09 12:52:00,2.55,15247,United Kingdom,81.6,2011-08,False,Tuesday,12
562804,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-08-09 14:48:00,2.95,13355,United Kingdom,17.700000000000003,2011-08,False,Tuesday,14
562807,23202,JUMBO BAG VINTAGE LEAF,10,2011-08-09 14:57:00,2.08,16053,United Kingdom,20.8,2011-08,False,Tuesday,14
562853,22567,20 DOLLY PEGS RETROSPOT,24,2011-08-10 10:15:00,1.45,13919,Denmark,34.8,2011-08,False,Wednesday,10
562882,23108,SET OF 10 LED DOLLY LIGHTS,4,2011-08-10 11:23:00,6.25,12384,Switzerland,25.0,2011-08,False,Wednesday,11
562892,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,2011-08-10 12:24:00,1.25,16292,United Kingdom,30.0,2011-08,False,Wednesday,12
562894,22129,PARTY CONES CANDY TREE DECORATION,12,2011-08-10 12:35:00,0.85,12571,France,10.2,2011-08,False,Wednesday,12
562907,35004B,SET OF 3 BLACK FLYING DUCKS,3,2011-08-10 12:44:00,5.45,14116,United Kingdom,16.35,2011-08,False,Wednesday,12
562920,20713,JUMBO BAG OWLS,10,2011-08-10 14:13:00,2.08,14495,United Kingdom,20.8,2011-08,False,Wednesday,14
562928,72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,4,2011-08-10 15:29:00,0.42,15494,United Kingdom,1.68,2011-08,False,Wednesday,15
562950,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-08-11 09:56:00,8.5,15608,United Kingdom,17.0,2011-08,False,Thursday,9
563022,21246,RED RETROSPOT BIG BOWL,1,2011-08-11 13:34:00,4.95,17248,United Kingdom,4.95,2011-08,False,Thursday,13
